707.437, 24.1282
263.576, 24.4685
797.601, 24.6579
770.638, 25.7143
783.186, 26.6417
414.451, 26.9578
790.023, 28.13
770.446, 28.5057
792.875, 28.3396
264.996, 29.1165
417.404, 28.7601
417.404, 28.7601
824.631, 28.9131
774.325, 29.9732
708.837, 30.3304
758.871, 30.678
431.986, 31.7124
266.068, 32.5141
741.845, 33.4637
758.747, 33.3828
758.747, 33.3828
755.828, 34.9535
755.828, 34.9535
710.33, 36.0274
746.937, 35.8447
746.937, 35.8447
444.627, 38.7719
786.067, 39.1559
772.146, 40.6695
772.146, 40.6695
256.579, 41.8001
790.218, 41.6416
446.173, 42.0204
446.173, 42.0204
434.844, 42.5787
262.889, 43.1089
794.473, 43.358
803.31, 44.9646
803.31, 44.9646
452.867, 47.9671
814.99, 47.9094
814.563, 50.5939
814.563, 50.5939
276.033, 53.8358
453.381, 54.5299
823.195, 54.8013
826.483, 56.3377
699.358, 57.0287
669.985, 57.5214
795.707, 58.905
825.264, 58.7609
439.334, 60.9924
807.44, 61.1301
801.451, 61.7314
649.06, 64.4472
789.958, 64.6653
681.196, 67.956
574.927, 68.4514
684.748, 69.1227
450.302, 69.517
262.609, 70.0753
511.165, 71.0327
268.81, 71.4148
279.36, 71.7727
780.366, 71.9023
780.366, 71.9023
780.366, 71.9023
573.103, 72.5658
718.985, 72.3887
551.036, 73.7789
451.408, 75.0644
684.077, 75.4445
740.835, 75.5456
269.877, 75.9758
644.402, 76.6897
654.708, 76.5095
307.604, 76.8202
307.604, 76.8202
615.664, 76.871
466.716, 79.2439
466.716, 79.2439
637.651, 78.8853
671.008, 79.1631
270.806, 79.6091
653.519, 79.5726
601.884, 80.4615
553.505, 80.9336
553.505, 80.9336
731.055, 82.1616
468.662, 82.9057
557.026, 83.3788
551.981, 84.1035
751.912, 84.2437
759.447, 83.7699
473.69, 86.6418
278.039, 86.949
467.996, 87.784
446.368, 88.6743
703.685, 91.0956
286.555, 93.1434
433.947, 93.0369
433.947, 93.0369
711.551, 93.4378
474.926, 94.047
550.233, 94.5232
605.662, 94.7413
694.688, 95.3177
564.017, 97.0598
313.872, 97.5472
329.757, 97.8649
311.611, 98.9072
311.611, 98.9072
448.878, 99.011
499.635, 99.0282
265.508, 99.6245
536.363, 100.939
681.201, 100.833
521.878, 101.556
483.97, 105.164
615.048, 105.837
574.664, 106.681
561.624, 107.211
524.049, 107.557
530.82, 107.741
475.162, 108.055
482.505, 107.935
482.505, 107.935
542.565, 107.979
496.595, 108.83
534.478, 109.063
566.557, 109.284
438.551, 109.971
486.989, 110.772
292.377, 112.036
292.377, 112.036
482.034, 118.247
710.477, 119.175
710.477, 119.175
517.575, 119.721
462.975, 122.069
497.09, 122.049
497.09, 122.049
574.065, 122.204
267.568, 122.909
470.388, 123.546
672.168, 123.479
521.009, 124.222
296.667, 124.889
761.768, 125.739
462.596, 127.381
506.631, 128.131
290.604, 130.606
791.341, 130.386
791.341, 130.386
440.298, 131.799
483.364, 133.145
588.63, 133.846
494.564, 135.207
432.862, 136.645
455.929, 136.452
780.021, 136.961
520.49, 137.956
312.44, 138.671
525.419, 138.458
776.998, 138.458
744.257, 140.159
811.707, 141.12
811.707, 141.12
776.811, 142.077
776.811, 142.077
435.681, 142.584
550.104, 142.799
808.866, 142.29
311.309, 146.587
454.2, 146.803
824.324, 146.789
323.795, 147.868
469.613, 148.064
472.495, 149.137
623.893, 149.056
816.654, 148.775
299.96, 150.277
548.785, 150.535
763.774, 150.472
511.097, 151.478
448.641, 152.914
752.536, 153.183
401.767, 154.632
474.892, 156.599
506.491, 156.312
771.038, 156.664
289.083, 157.119
289.083, 157.119
514.584, 157.083
24.7157, 157.465
24.7157, 157.465
779.083, 158.149
436.624, 158.423
386.34, 158.79
726.948, 159.035
575.483, 160.315
372.584, 160.948
516.565, 161.037
277.937, 162.667
551.522, 163.824
766.947, 164.144
560.909, 164.612
421.601, 165.324
308.885, 166.655
457.881, 166.506
457.881, 166.506
719.444, 166.448
174.065, 166.797
784.561, 167.376
774.615, 168.119
774.615, 168.119
753.644, 169.157
781.439, 169.211
781.439, 169.211
787.617, 169.226
294.549, 170.088
427.893, 170.13
273.681, 172.144
279.551, 171.377
240.454, 172.331
406.98, 172.353
650.478, 172.382
759.368, 172.667
780.632, 172.491
311.599, 173.189
740.362, 173.494
245.287, 173.878
358.152, 174.125
775.965, 174.046
261.969, 175.948
704.077, 176.002
305.863, 177.077
317.636, 176.88
773.838, 177.019
329.457, 177.446
428.277, 177.173
355.658, 177.96
706.063, 178.656
310.906, 178.98
591.592, 178.667
774.875, 179.628
299.054, 180.036
732.396, 179.844
447.608, 180.692
519.896, 180.481
745.148, 181.975
774.807, 182.154
783.566, 183.074
337.16, 183.879
738.79, 183.48
34.5862, 185.18
180.94, 184.921
322.889, 184.782
346.109, 185.039
463.766, 185.169
531.877, 186.45
35.4424, 187.392
524.102, 187.522
722.93, 187.486
28.9124, 187.815
794.439, 188.969
239.346, 190.176
547.807, 190.037
534.327, 190.817
261.142, 191.728
261.142, 191.728
756.047, 191.724
526.865, 192.324
33.0491, 192.982
33.0491, 192.982
469.791, 193.472
422.564, 194.051
611.873, 194.12
786.698, 193.949
381.068, 195.132
802.401, 195.057
278.527, 195.404
332.809, 195.317
467.824, 195.938
496.987, 195.882
529.082, 196.247
463.02, 196.977
800.86, 197.407
800.86, 197.407
37.1392, 198.184
417.059, 198.363
417.059, 198.363
599.375, 200.103
369.874, 200.669
369.874, 200.669
348.37, 201.718
430.546, 203.495
327.516, 204.794
385.183, 205.918
302.784, 206.508
325.098, 206.532
494.147, 206.386
496.74, 207.483
753.216, 208.046
803.461, 207.882
551.554, 208.347
551.554, 208.347
723.675, 208.509
720.307, 209.949
720.307, 209.949
426.812, 210.533
40.313, 210.787
437.585, 211.086
437.585, 211.086
795.42, 211.214
434.646, 211.481
466.594, 211.35
316.725, 212.384
823.142, 213.102
565.096, 213.516
319.461, 213.954
319.461, 213.954
778.851, 215.302
318.412, 217.065
318.412, 217.065
817.87, 217.503
487.557, 217.876
537.597, 218.082
706.924, 217.835
706.924, 217.835
234.274, 218.602
308.001, 220.395
